loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id,remittance_id,remittance_date,remittance_amount,trust_account_id,match_type,variance,reconciliation_status,discrepancy_category,severity,recommended_action
LN-001236,Jessica Smith,2025-09-22,18742.05,18742.05,Principal,Posted,E248522B5DD5,POOL-D,,,,,UNMATCHED,18742.05,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001237,Kimberly May,2025-10-21,43285.73,43285.73,Principal,Posted,FC21013B5301,POOL-C,,,,,UNMATCHED,43285.73,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001238,Nicole Richards,2025-05-28,23923.89,23923.89,Escrow,Reversed,722B20E15DC8,POOL-F,,,,,UNMATCHED,23923.89,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001243,Brandy Myers,2026-02-27,38660.63,38660.63,Escrow,Posted,205FF492CF4E,POOL-B,,,,,UNMATCHED,38660.63,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001245,Michael Sloan,2025-06-10,38170.69,20818.43,Escrow,Pending,7CD508DF66A2,POOL-B,,,,,UNMATCHED,20818.43,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001246,Monica Brooks,2025-06-12,31497.91,31497.91,Principal,Posted,B50288AC4D99,POOL-A,,,,,UNMATCHED,31497.91,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001252,Daniel Davenport,2025-07-16,24335.36,24335.36,Interest,Pending,EA40E5FFE97C,POOL-E,,,,,UNMATCHED,24335.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001254,Sarah Randolph,2026-01-07,6696.7,6696.7,Interest,Posted,CF0C7B1B8BF9,POOL-B,,,,,UNMATCHED,6696.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001256,Brett Swanson,2025-07-11,21800.14,21800.14,Principal,Reversed,22DC9BF9E5C2,POOL-E,,,,,UNMATCHED,21800.14,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001259,Jerry Jensen,2025-07-23,3678.34,3678.34,Escrow,Posted,D292968E019A,POOL-D,,,,,UNMATCHED,3678.34,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001260,Kevin Cunningham,2025-11-05,29307.58,29307.58,Interest,Reversed,86D865BC3013,POOL-E,REM-001503,2025-11-07,29307.58,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001261,Eugene Patterson,2025-07-23,13815.17,9683.03,Interest,Pending,743EA76FDB6D,POOL-F,,,,,UNMATCHED,9683.03,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001262,David Walker,2026-02-19,39979.18,39979.18,Interest,Reversed,BCDDBD7EE0FC,POOL-B,REM-002188,2026-02-19,39979.18,TRU-001,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-001264,Nicholas Humphrey,2025-11-08,23033.4,23033.4,Interest,Posted,B9FACE5C5131,POOL-A,,,,,UNMATCHED,23033.4,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001265,Ian Torres,2025-08-09,1075.22,1075.22,Fee,Posted,0F1E272A0ED0,POOL-E,,,,,UNMATCHED,1075.22,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001266,Casey Obrien,2026-02-24,4086.12,4086.12,Fee,Pending,D003A7E2780E,POOL-B,,,,,UNMATCHED,4086.12,UNMATCHED,DUPLICATE,High,Review for potential double-posting; reverse if confirmed
LN-001269,Bernard Smith,2025-04-21,30201.02,30201.02,Interest,Pending,935E8513ED27,POOL-D,,,,,UNMATCHED,30201.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001271,Kevin Escobar,2025-09-07,34901.6,34901.6,Interest,Posted,910EA8A37FB1,POOL-B,,,,,UNMATCHED,34901.6,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001273,Reginald Diaz,2025-08-15,39102.62,39102.62,Escrow,Posted,E21EC6532674,POOL-E,,,,,UNMATCHED,39102.62,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001279,Travis Hopkins,2025-08-16,7553.53,7553.53,Fee,Posted,5D5AEDF43287,POOL-B,,,,,UNMATCHED,7553.53,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001281,Daniel Freeman,2025-09-27,31098.71,31098.71,Interest,Posted,979DE82344C8,POOL-E,REM-001686,2025-09-27,32663.93,TRU-004,EXACT,-1565.2200000000012,PARTIAL,SHORT_PAY,High,Contact borrower for remaining balance
LN-001282,Jacob Williams,2025-11-17,35272.02,35272.02,Escrow,Posted,611EEC4F54A4,POOL-F,,,,,UNMATCHED,35272.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001284,Jesse Williams,2025-07-14,983.66,983.66,Principal,Posted,5D9765EB936A,POOL-F,,,,,UNMATCHED,983.66,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001287,Carrie Valdez,2025-09-14,4849.39,4849.39,Principal,Pending,E21387AE706B,POOL-D,,,,,UNMATCHED,4849.39,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001289,Jamie Solomon,2025-08-13,2143.55,1459.8,Escrow,Posted,81BB6E5066F0,POOL-F,,,,,UNMATCHED,1459.8,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001290,Heather Parrish,2026-03-08,4389.64,4389.64,Escrow,Posted,B4A5C8E1F360,POOL-C,,,,,UNMATCHED,4389.64,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001293,Christine Lopez,2026-02-15,28593.27,28593.27,Interest,Posted,EA8B479EBA18,POOL-E,,,,,UNMATCHED,28593.27,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001294,Mitchell Wilson,2025-10-03,34628.52,34628.52,Principal,Reversed,1F76DA6C000F,POOL-C,,,,,UNMATCHED,34628.52,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001296,Mr. Daniel Martin,2025-03-19,10407.44,10407.44,Principal,Posted,844D3859754B,POOL-C,,,,,UNMATCHED,10407.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001299,Kenneth Brown,2025-04-09,32003.3,32003.3,Fee,Pending,3312B9F5E696,POOL-A,,,,,UNMATCHED,32003.3,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001300,Christopher Mullen,2026-01-19,35470.55,35470.55,Fee,Posted,662F4538C3A6,POOL-C,,,,,UNMATCHED,35470.55,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001301,Kristy Smith,2025-11-24,2063.51,2063.51,Escrow,Reversed,D310BE6FE42B,POOL-D,,,,,UNMATCHED,2063.51,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001303,Jerry Haney,2025-07-10,3072.58,3072.58,Principal,Posted,36F2E2D1F1AE,POOL-C,,,,,UNMATCHED,3072.58,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001305,Rebecca Hoover,2025-09-11,35598.5,35598.5,Escrow,Posted,C8B28E205883,POOL-B,,,,,UNMATCHED,35598.5,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001307,Grace Chavez,2026-02-03,35847.3,35847.3,Fee,Posted,C9571B239920,POOL-C,,,,,UNMATCHED,35847.3,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001309,Dale Heath,2026-01-26,17302.78,0.0,Escrow,Posted,234319F07447,POOL-B,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001310,Jennifer Hernandez,2025-07-21,40833.84,0.0,Interest,Pending,2B71CCCBF276,POOL-C,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001312,Richard Gordon,2026-02-15,44793.42,44793.42,Interest,Posted,8247A5450E7F,POOL-C,,,,,UNMATCHED,44793.42,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001314,Samantha Prince,2025-05-24,40956.24,40956.24,Principal,Posted,2994369882DC,POOL-E,,,,,UNMATCHED,40956.24,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001316,Andrew Moreno,2025-05-03,32357.1,32357.1,Escrow,Pending,9BEAB2EFC520,POOL-C,,,,,UNMATCHED,32357.1,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001317,Robert Clarke,2026-01-30,26556.93,26556.93,Principal,Reversed,F0A66DCC70C5,POOL-B,REM-001711,2026-01-30,26556.93,TRU-003,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-001318,Kevin Figueroa,2026-02-08,36713.68,36713.68,Escrow,Posted,E594D65989BE,POOL-C,,,,,UNMATCHED,36713.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001321,Diane Mcdowell,2025-10-26,12731.61,12731.61,Fee,Posted,9690A7459066,POOL-B,,,,,UNMATCHED,12731.61,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001322,Colin Fletcher,2025-04-01,8397.46,8397.46,Principal,Posted,4A9AC5ED6533,POOL-D,,,,,UNMATCHED,8397.46,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001323,Laura Wilson,2026-01-05,43653.29,43653.29,Interest,Posted,7D35F1B5F03D,POOL-F,,,,,UNMATCHED,43653.29,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001324,Matthew Watts,2025-09-17,11351.09,11351.09,Principal,Posted,CDD1BEE6E408,POOL-B,,,,,UNMATCHED,11351.09,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001327,Jacob Hill,2025-08-13,9514.84,9514.84,Principal,Posted,C700D6887185,POOL-A,,,,,UNMATCHED,9514.84,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001328,Nicole Gutierrez,2025-08-29,39590.08,39590.08,Interest,Posted,6C15F6F93B72,POOL-E,,,,,UNMATCHED,39590.08,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001329,Karen Wood,2025-10-13,33106.03,33106.03,Interest,Reversed,3E755C5EDF83,POOL-E,REM-001560,2025-10-15,33106.03,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001331,Michael Fitzgerald,2025-06-25,27990.5,27990.5,Interest,Posted,C65573C95557,POOL-E,,,,,UNMATCHED,27990.5,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001335,Melissa Mann,2025-12-11,48752.26,48752.26,Escrow,Posted,527DAD08B2C4,POOL-B,,,,,UNMATCHED,48752.26,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001337,Charles Frost,2025-08-01,10377.35,10377.35,Fee,Posted,A00B62C9DCB4,POOL-B,,,,,UNMATCHED,10377.35,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001338,Austin Walker,2025-06-07,34171.3,0.0,Interest,Posted,E1671B74A740,POOL-B,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001339,Andrew Cruz,2025-07-24,4073.82,4073.82,Principal,Posted,F64EB8F368ED,POOL-E,,,,,UNMATCHED,4073.82,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001341,Theresa Wilkins,2025-08-13,13255.3,13255.3,Escrow,Posted,C6425E09AF6B,POOL-B,,,,,UNMATCHED,13255.3,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001345,Christopher Johnson,2025-04-22,37263.97,37263.97,Principal,Posted,6217D707E010,POOL-E,,,,,UNMATCHED,37263.97,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001346,Aaron Moore,2025-05-26,21561.92,21561.92,Principal,Reversed,5470E08061E2,POOL-A,REM-002190,2025-05-26,21561.92,TRU-001,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-001349,Brandon Mitchell,2026-02-23,49388.65,49388.65,Principal,Reversed,27FA72A0758C,POOL-C,REM-000419,2026-02-26,49388.65,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001351,Destiny Obrien,2025-12-25,43418.06,43418.06,Fee,Posted,7FD44AB16005,POOL-A,,,,,UNMATCHED,43418.06,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001352,Timothy Andrews,2025-09-18,29144.43,0.0,Principal,Posted,B3C5B14491B0,POOL-F,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001353,Jason Rodriguez,2025-04-30,22211.46,22211.46,Interest,Posted,A35C2B170A85,POOL-A,,,,,UNMATCHED,22211.46,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001354,Edward Arroyo,2025-10-03,36400.25,36400.25,Principal,Reversed,96466BF051EC,POOL-F,REM-000578,2025-10-07,36400.25,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001357,Kristine Carrillo,2025-12-14,45084.74,45084.74,Interest,Posted,0071EB975454,POOL-D,,,,,UNMATCHED,45084.74,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001361,Megan Hall Md,2026-02-22,45661.99,45661.99,Interest,Posted,6520F9080320,POOL-F,,,,,UNMATCHED,45661.99,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001362,Kelli Smith,2026-02-22,10927.78,10927.78,Fee,Posted,D9E5C7783829,POOL-E,,,,,UNMATCHED,10927.78,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001363,Danielle Davis,2025-07-27,31336.85,31336.85,Fee,Reversed,AC0A8AA99557,POOL-C,,,,,UNMATCHED,31336.85,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001367,Susan Porter,2025-09-21,35933.34,35933.34,Principal,Posted,F77A7D7FD477,POOL-C,,,,,UNMATCHED,35933.34,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001369,Dale Wright,2026-02-23,9394.31,9394.31,Escrow,Reversed,0DC20EC12533,POOL-C,,,,,UNMATCHED,9394.31,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001371,Megan Alvarado,2025-11-11,48584.06,48584.06,Escrow,Pending,E90110F9E9E1,POOL-F,,,,,UNMATCHED,48584.06,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001372,Pamela Weaver,2025-03-27,9458.36,9458.36,Fee,Posted,DFA7DD61AD36,POOL-E,,,,,UNMATCHED,9458.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001374,William Prince Phd,2025-12-27,24867.75,24867.75,Fee,Posted,C4500F8C28A9,POOL-B,,,,,UNMATCHED,24867.75,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001375,William Moon Iv,2025-08-29,12737.94,0.0,Fee,Posted,388A90C79406,POOL-D,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001376,Kenneth Brown,2026-01-21,43602.12,43602.12,Fee,Posted,4178792929FE,POOL-F,,,,,UNMATCHED,43602.12,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001377,Karen Fernandez,2025-07-06,22542.61,22542.61,Fee,Pending,E8D20AADFDCF,POOL-C,REM-001925,2025-07-06,20239.07,TRU-006,EXACT,2303.540000000001,PARTIAL,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001378,Jennifer Parks,2026-02-09,25983.46,25983.46,Escrow,Posted,BE722547A8B8,POOL-D,,,,,UNMATCHED,25983.46,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001379,William Wolfe,2025-04-16,18282.05,18282.05,Principal,Reversed,6BD08F567A48,POOL-B,,,,,UNMATCHED,18282.05,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001384,Jonathan Clark,2026-02-10,13277.6,13277.6,Escrow,Reversed,1B80104EB313,POOL-F,REM-001022,2026-02-12,13277.6,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001386,Christopher Anderson,2025-05-13,16596.91,16596.91,Interest,Posted,191ED73DEEBB,POOL-D,,,,,UNMATCHED,16596.91,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001392,Elizabeth Hart,2025-05-13,4138.09,4138.09,Fee,Posted,E63E8E69B08C,POOL-F,,,,,UNMATCHED,4138.09,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001393,Jennifer Vaughn,2025-05-03,8903.02,8903.02,Escrow,Posted,F783054F610F,POOL-C,,,,,UNMATCHED,8903.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001394,Robert Woods,2025-07-13,26228.81,26228.81,Principal,Posted,798C46B507A7,POOL-A,,,,,UNMATCHED,26228.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001396,Justin Frederick,2025-05-23,41529.73,41529.73,Principal,Posted,DBF797A9C35D,POOL-A,,,,,UNMATCHED,41529.73,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001397,Alejandro Martinez,2025-09-29,21828.93,17063.61,Interest,Posted,748DE9E93F50,POOL-C,,,,,UNMATCHED,17063.61,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001398,Tracey Gonzalez,2025-11-02,12811.36,12811.36,Escrow,Posted,E2D99208D576,POOL-F,,,,,UNMATCHED,12811.36,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001399,Mariah Thompson,2025-09-20,31048.68,31048.68,Interest,Posted,2FDC8759EC54,POOL-C,,,,,UNMATCHED,31048.68,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001400,Heather Nunez,2026-02-21,35485.47,35485.47,Interest,Posted,C9F9FE76D7E6,POOL-E,,,,,UNMATCHED,35485.47,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001402,Mark Thomas,2025-12-16,8797.15,8797.15,Principal,Posted,F20C5094562E,POOL-F,,,,,UNMATCHED,8797.15,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001403,Robert Rogers,2025-10-15,2315.24,2315.24,Interest,Posted,0206B83C2545,POOL-E,,,,,UNMATCHED,2315.24,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001405,Christopher Perez,2025-06-02,33358.32,33358.32,Escrow,Pending,FFF7ED5FA687,POOL-C,,,,,UNMATCHED,33358.32,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001406,Eddie Adams,2025-10-13,23994.23,23994.23,Escrow,Pending,9F9810CF496F,POOL-C,,,,,UNMATCHED,23994.23,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001407,Denise Wallace,2026-02-13,42286.44,42286.44,Escrow,Posted,AB1C1FC28341,POOL-D,,,,,UNMATCHED,42286.44,UNMATCHED,DUPLICATE,High,Review for potential double-posting; reverse if confirmed
LN-001408,Heidi Matthews,2025-05-04,40380.67,40380.67,Escrow,Posted,03A35838D24A,POOL-D,,,,,UNMATCHED,40380.67,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001412,Brian Brown,2025-08-05,6040.02,6040.02,Principal,Posted,5926B5E8F263,POOL-A,,,,,UNMATCHED,6040.02,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001413,Kimberly Johnson,2025-03-31,13852.61,12987.25,Interest,Pending,D3A7DD7DEC5C,POOL-E,,,,,UNMATCHED,12987.25,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001414,Phillip Miller,2026-03-03,3325.8,3325.8,Principal,Posted,78790AEDE62B,POOL-D,,,,,UNMATCHED,3325.8,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001418,Alyssa Alvarado,2025-10-28,6544.44,6544.44,Interest,Posted,0AF31C7924C3,POOL-E,,,,,UNMATCHED,6544.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001420,Kimberly Nelson,2025-09-16,46726.81,46726.81,Escrow,Posted,302033DBBF77,POOL-F,,,,,UNMATCHED,46726.81,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001421,Wayne Wolfe,2025-05-04,16149.73,16149.73,Escrow,Pending,D79947766C1D,POOL-F,,,,,UNMATCHED,16149.73,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001422,Kyle Welch,2026-03-01,25608.12,25608.12,Fee,Posted,DAB9189A6DF7,POOL-D,,,,,UNMATCHED,25608.12,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001423,Kristy Mills,2025-09-19,2557.86,2557.86,Fee,Pending,E33486BD2E9F,POOL-A,,,,,UNMATCHED,2557.86,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001424,Emily Reed,2025-12-18,7842.99,7842.99,Fee,Posted,D54F122E814A,POOL-F,,,,,UNMATCHED,7842.99,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001425,Regina Ramos,2026-02-08,49338.19,49338.19,Interest,Posted,6B443B083B10,POOL-B,,,,,UNMATCHED,49338.19,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001426,David Torres,2025-09-14,48273.38,0.0,Principal,Posted,4FC7B1583855,POOL-E,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001427,Robert Charles,2025-04-15,744.53,744.53,Fee,Posted,44746B4C366C,POOL-F,,,,,UNMATCHED,744.53,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001428,John Smith,2025-10-04,47614.68,47614.68,Fee,Reversed,C23899CEF390,POOL-B,,,,,UNMATCHED,47614.68,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001430,Jeffrey Carter,2025-06-20,43461.96,0.0,Principal,Posted,FD4409473C02,POOL-A,,,,,UNMATCHED,0.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001431,Adam Brooks,2025-05-16,23009.62,23009.62,Principal,Reversed,D7E1FF0E303B,POOL-A,REM-000969,2025-05-19,23009.62,,FUZZY,0.0,REVERSED,OTHER,Low,Manual review required
LN-001432,Justin Foster,2025-11-02,26022.0,26022.0,Fee,Posted,7CC29ECB078A,POOL-F,,,,,UNMATCHED,26022.0,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001433,Omar Price,2025-04-30,24697.91,24697.91,Fee,Posted,340262FA24DE,POOL-B,,,,,UNMATCHED,24697.91,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001437,Rhonda Gutierrez,2026-02-05,15742.53,15742.53,Interest,Posted,C4338E5BEF19,POOL-F,,,,,UNMATCHED,15742.53,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001438,Catherine Roberts,2026-01-14,35381.7,35381.7,Fee,Posted,1F7FDB57E74F,POOL-E,,,,,UNMATCHED,35381.7,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001439,Lisa Nelson,2025-03-25,10491.75,10491.75,Principal,Posted,295163E9C33E,POOL-C,REM-000216,2025-03-27,11583.56,,FUZZY,-1091.8099999999995,PARTIAL,SHORT_PAY,High,Contact borrower for remaining balance
LN-001443,Crystal Hernandez,2025-05-18,33793.8,42122.32,Interest,Posted,1E296CCC3352,POOL-C,,,,,UNMATCHED,42122.32,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001445,Mrs. Raven Rivera Dvm,2025-06-28,43473.04,53214.35,Principal,Reversed,F1121C4DAC6C,POOL-F,,,,,UNMATCHED,53214.35,REVERSED,OVER_PAY,High,Verify overpayment; apply to principal or refund
LN-001449,Randy Wright,2026-01-09,47258.4,47258.4,Interest,Posted,EECC9D996381,POOL-B,,,,,UNMATCHED,47258.4,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001450,Jessica Rojas,2025-07-03,34320.78,34320.78,Fee,Posted,602736B521FA,POOL-E,,,,,UNMATCHED,34320.78,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001451,Joel Wise,2025-07-12,25110.15,27519.96,Escrow,Reversed,C8AD949D7823,POOL-F,REM-002191,2025-07-12,27519.96,TRU-006,EXACT,0.0,REVERSED,OTHER,Low,Manual review required
LN-001452,Vickie Kennedy,2025-08-30,31083.44,31083.44,Principal,Pending,1320294709DA,POOL-E,,,,,UNMATCHED,31083.44,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001453,Emily Morris,2025-05-29,43510.8,43510.8,Fee,Posted,2B1A6157D3AE,POOL-B,,,,,UNMATCHED,43510.8,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001455,Dawn Little,2025-03-16,2004.16,2004.16,Principal,Posted,F43DDB3EFDBA,POOL-A,,,,,UNMATCHED,2004.16,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001456,Stephen Boyer,2025-08-03,46581.96,46581.96,Fee,Posted,8F0F1C89F95B,POOL-B,,,,,UNMATCHED,46581.96,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001457,Brian Chen,2025-05-28,34631.57,34631.57,Fee,Posted,2337BC9CC033,POOL-F,,,,,UNMATCHED,34631.57,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001458,Christopher Hill,2025-05-20,33987.41,33987.41,Fee,Pending,1D1B9D74C4CB,POOL-D,,,,,UNMATCHED,33987.41,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001459,Richard Smith,2025-12-16,11175.92,12407.98,Fee,Posted,C94AB113939E,POOL-D,,,,,UNMATCHED,12407.98,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001460,Richard Alvarez,2025-07-21,33114.83,21038.89,Fee,Pending,E8A7F6B7C096,POOL-D,,,,,UNMATCHED,21038.89,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
LN-001462,Brandon Montgomery,2025-05-10,32736.03,32736.03,Interest,Posted,3E97C01E0113,POOL-C,,,,,UNMATCHED,32736.03,UNMATCHED,MISSING_REMITTANCE,High,Escalate to servicer for missing remittance
