loan_id,borrower_name,payment_date,scheduled_payment_amount,actual_payment_amount,payment_type,payment_status,bank_reference_id,pool_id
LN-001208,Dawn Rivera,2025-08-24,22572.18,22572.18,Fee,Posted,DF92BF1DFE4B,POOL-A
LN-001209,Brittney Hernandez,2026-01-29,14044.52,14044.52,Principal,Posted,48BF60DD0664,POOL-C
LN-001210,Anthony Randolph,2025-11-19,49857.66,49857.66,Fee,Posted,5E7F9399DEAD,POOL-B
LN-001211,Mary Henry,2025-12-17,21595.97,0.0,Principal,Posted,24B52A5D6ADD,POOL-A
LN-001212,Heather Bowers,2025-04-02,22843.66,22843.66,Escrow,Posted,AC933F91F545,POOL-C
LN-001213,Daniel White,2026-01-25,8599.38,8599.38,Fee,Reversed,37175C88261E,POOL-B
LN-001214,Jonathan Perry,2025-04-19,39843.07,39843.07,Escrow,Posted,E70D58CA94D4,POOL-A
LN-001215,Anna Walker,2025-07-13,34837.27,34837.27,Escrow,Posted,2D0074D04CAE,POOL-D
LN-001216,Gary Ward,2026-02-01,11428.1,11428.1,Principal,Posted,50E240178103,POOL-F
LN-001217,Paul Moreno,2026-02-28,4577.86,4577.86,Fee,Pending,C9A6B50BD6B6,POOL-F
LN-001218,Samantha Zavala Md,2025-08-09,34184.72,17587.96,Fee,Posted,78C357F0999B,POOL-B
LN-001219,Jill Conway,2025-07-09,32898.31,32898.31,Escrow,Posted,268DD77EEFF0,POOL-B
LN-001220,Lisa Haley,2025-04-30,14026.35,14026.35,Escrow,Posted,5FDBFB54EC9A,POOL-A
LN-001221,Erica Moon,2025-10-23,47567.75,47567.75,Principal,Pending,ADD051150F6C,POOL-F
LN-001222,Janice Fernandez,2025-05-04,7977.37,7977.37,Interest,Posted,FFF1947A3541,POOL-B
LN-001223,Thomas Short,2026-02-02,21900.57,21900.57,Interest,Pending,BE13F9852AFF,POOL-C
LN-001224,Robert Griffin,2026-03-10,47208.99,47208.99,Escrow,Posted,7F5D71830CBF,POOL-B
LN-001225,Steven Lee,2025-05-05,21276.5,21276.5,Interest,Posted,71814B2084BA,POOL-F
LN-001226,Tiffany Jackson,2025-10-28,32107.03,32107.03,Interest,Posted,5B605CD27F7E,POOL-E
LN-001227,Kimberly Smith,2025-06-08,20180.92,0.0,Interest,Posted,2D1DC5E66028,POOL-F
LN-001228,Michael Ayala,2026-03-05,14073.65,16940.89,Interest,Posted,18A787F0F177,POOL-C
LN-001229,Jessica Garcia,2025-08-15,49206.89,49206.89,Escrow,Pending,3F1FBE2FD587,POOL-A
LN-001230,Michele Cherry,2025-03-29,20762.03,20762.03,Interest,Posted,04DFECCE83E7,POOL-C
LN-001231,Maria Case,2025-04-07,44757.91,44757.91,Interest,Posted,A55EF90E7E1B,POOL-E
LN-001232,Brittany Stevens,2025-08-28,11882.75,11882.75,Principal,Posted,D076D8ACA6B7,POOL-E
LN-001233,Brandon Brown,2025-04-12,11048.68,11048.68,Escrow,Posted,9B0679AD1924,POOL-B
LN-001234,Kristin Andrews,2025-08-12,2041.14,2041.14,Fee,Posted,05555B882DD1,POOL-B
LN-001235,David Hughes,2025-09-14,32757.51,32757.51,Fee,Posted,466C296F315F,POOL-F
LN-001236,Jessica Smith,2025-09-22,18742.05,18742.05,Principal,Posted,E248522B5DD5,POOL-D
LN-001237,Kimberly May,2025-10-21,43285.73,43285.73,Principal,Posted,FC21013B5301,POOL-C
LN-001238,Nicole Richards,2025-05-28,23923.89,23923.89,Escrow,Reversed,722B20E15DC8,POOL-F
LN-001239,Angel Reilly,2025-07-18,48425.57,48425.57,Fee,Posted,4AFA1515F5AD,POOL-D
LN-001240,Richard Turner,2025-12-11,9683.51,9683.51,Interest,Pending,225EDA6FDCA9,POOL-F
LN-001241,Preston Kim,2025-10-11,43496.85,43496.85,Principal,Posted,13BDEE07C0D4,POOL-E
LN-001242,Matthew Wells,2025-12-29,38941.54,38941.54,Fee,Posted,CAA13381D40E,POOL-B
LN-001243,Brandy Myers,2026-02-27,38660.63,38660.63,Escrow,Posted,205FF492CF4E,POOL-B
LN-001244,Kimberly Choi,2025-06-15,42316.77,25741.28,Interest,Posted,0911FCA7B2CF,POOL-F
LN-001245,Michael Sloan,2025-06-10,38170.69,20818.43,Escrow,Pending,7CD508DF66A2,POOL-B
LN-001246,Monica Brooks,2025-06-12,31497.91,31497.91,Principal,Posted,B50288AC4D99,POOL-A
LN-001247,Kristen Peters,2025-04-24,6996.62,6996.62,Fee,Posted,44A163E0F328,POOL-F
LN-001248,Aaron Carlson,2026-01-21,2110.05,2110.05,Fee,Pending,2FBD2E2044BE,POOL-E
LN-001249,Theresa Torres,2025-09-26,46081.97,46081.97,Fee,Posted,9C0649487766,POOL-F
LN-001250,Stephanie Cooper,2026-01-26,31024.19,31024.19,Fee,Posted,0269FFF8A44C,POOL-F
LN-001251,Matthew Hunt,2026-02-27,39928.6,39928.6,Interest,Posted,44D9AFA4748A,POOL-B
LN-001252,Daniel Davenport,2025-07-16,24335.36,24335.36,Interest,Pending,EA40E5FFE97C,POOL-E
LN-001253,Christopher Marsh,2025-11-24,6306.76,6306.76,Escrow,Posted,4CC620265895,POOL-F
LN-001254,Sarah Randolph,2026-01-07,6696.7,6696.7,Interest,Posted,CF0C7B1B8BF9,POOL-B
LN-001255,Julia Dunn Md,2025-05-27,34435.48,34435.48,Principal,Posted,9F2FAA00E8A9,POOL-C
LN-001256,Brett Swanson,2025-07-11,21800.14,21800.14,Principal,Reversed,22DC9BF9E5C2,POOL-E
LN-001257,Mr. Carl Rios,2025-11-06,10425.97,10425.97,Fee,Posted,5076C6ED7F7E,POOL-D
LN-001258,Manuel Mccullough,2026-02-04,24833.93,24833.93,Principal,Posted,4532DB020B6B,POOL-A
LN-001259,Jerry Jensen,2025-07-23,3678.34,3678.34,Escrow,Posted,D292968E019A,POOL-D
LN-001260,Kevin Cunningham,2025-11-05,29307.58,29307.58,Interest,Reversed,86D865BC3013,POOL-E
LN-001261,Eugene Patterson,2025-07-23,13815.17,9683.03,Interest,Pending,743EA76FDB6D,POOL-F
LN-001262,David Walker,2026-02-19,39979.18,39979.18,Interest,Reversed,BCDDBD7EE0FC,POOL-B
LN-001263,Jessica Larsen,2025-03-19,15862.92,15862.92,Principal,Posted,30344D0C64D8,POOL-E
LN-001264,Nicholas Humphrey,2025-11-08,23033.4,23033.4,Interest,Posted,B9FACE5C5131,POOL-A
LN-001265,Ian Torres,2025-08-09,1075.22,1075.22,Fee,Posted,0F1E272A0ED0,POOL-E
LN-001266,Casey Obrien,2026-02-24,4086.12,4086.12,Fee,Pending,D003A7E2780E,POOL-B
LN-001267,Shannon Taylor,2025-12-19,19928.43,19928.43,Fee,Posted,E0A1515AC33D,POOL-D
LN-001268,Deborah Mercado,2025-06-03,24256.97,24256.97,Principal,Posted,E550C7F229B5,POOL-C
LN-001269,Bernard Smith,2025-04-21,30201.02,30201.02,Interest,Pending,935E8513ED27,POOL-D
LN-001270,Amanda Perkins,2025-10-27,14937.3,0.0,Principal,Posted,FAEB0DD4CE23,POOL-B
LN-001271,Kevin Escobar,2025-09-07,34901.6,34901.6,Interest,Posted,910EA8A37FB1,POOL-B
LN-001272,Kimberly Lutz,2026-01-09,43076.06,43076.06,Escrow,Posted,4A7C375403BF,POOL-A
LN-001273,Reginald Diaz,2025-08-15,39102.62,39102.62,Escrow,Posted,E21EC6532674,POOL-E
LN-001274,Raymond Quinn,2026-02-05,2461.13,2461.13,Principal,Posted,E6B72317D24A,POOL-E
LN-001275,John Dixon,2025-10-18,24285.09,24285.09,Fee,Posted,6BB68F431D2F,POOL-D
LN-001276,Jonathan Bates,2026-03-03,5694.04,5694.04,Principal,Posted,FF46DF847C71,POOL-C
LN-001277,Renee Mendez,2025-07-21,12481.23,12481.23,Fee,Posted,8F7B71FDA382,POOL-C
LN-001278,Jose Griffin,2025-11-03,49339.8,49339.8,Interest,Posted,E5252A1BADE1,POOL-A
LN-001279,Travis Hopkins,2025-08-16,7553.53,7553.53,Fee,Posted,5D5AEDF43287,POOL-B
LN-001280,Nancy Webb,2025-06-24,25194.96,25194.96,Fee,Posted,512ECDBF1BE3,POOL-A
LN-001281,Daniel Freeman,2025-09-27,31098.71,31098.71,Interest,Posted,979DE82344C8,POOL-E
LN-001282,Jacob Williams,2025-11-17,35272.02,35272.02,Escrow,Posted,611EEC4F54A4,POOL-F
LN-001283,Terry Ward,2025-05-08,28202.61,0.0,Interest,Posted,4F610B43821D,POOL-F
LN-001284,Jesse Williams,2025-07-14,983.66,983.66,Principal,Posted,5D9765EB936A,POOL-F
LN-001285,Mrs. Michele Boyd,2025-09-26,16659.83,16659.83,Principal,Pending,21849599CF49,POOL-B
LN-001286,Sandy Baker,2026-01-01,26126.73,15940.71,Principal,Posted,68B140452EB1,POOL-A
LN-001287,Carrie Valdez,2025-09-14,4849.39,4849.39,Principal,Pending,E21387AE706B,POOL-D
LN-001288,Matthew Houston,2026-01-03,17856.03,17856.03,Principal,Posted,361953FC09F7,POOL-E
LN-001289,Jamie Solomon,2025-08-13,2143.55,1459.8,Escrow,Posted,81BB6E5066F0,POOL-F
LN-001290,Heather Parrish,2026-03-08,4389.64,4389.64,Escrow,Posted,B4A5C8E1F360,POOL-C
LN-001291,Mr. Larry Shaw,2025-08-13,20147.7,20147.7,Fee,Posted,810C47385C26,POOL-A
LN-001292,Christopher Jones,2025-03-26,7069.43,5251.82,Principal,Posted,3AE700434AA3,POOL-E
LN-001293,Christine Lopez,2026-02-15,28593.27,28593.27,Interest,Posted,EA8B479EBA18,POOL-E
LN-001294,Mitchell Wilson,2025-10-03,34628.52,34628.52,Principal,Reversed,1F76DA6C000F,POOL-C
LN-001295,Robert Cortez,2025-08-02,40129.04,22595.1,Escrow,Posted,A52EA0B1EEFC,POOL-C
LN-001296,Mr. Daniel Martin,2025-03-19,10407.44,10407.44,Principal,Posted,844D3859754B,POOL-C
LN-001297,Alison Williams,2025-12-29,8790.39,8790.39,Escrow,Pending,B0A5A20C4509,POOL-F
LN-001298,Candace Soto,2026-03-01,5676.11,6292.2,Fee,Posted,B20173AF39FD,POOL-F
LN-001299,Kenneth Brown,2025-04-09,32003.3,32003.3,Fee,Pending,3312B9F5E696,POOL-A
LN-001300,Christopher Mullen,2026-01-19,35470.55,35470.55,Fee,Posted,662F4538C3A6,POOL-C
LN-001301,Kristy Smith,2025-11-24,2063.51,2063.51,Escrow,Reversed,D310BE6FE42B,POOL-D
LN-001302,Mary Campbell,2025-08-08,46842.51,46842.51,Principal,Posted,4B884211696A,POOL-E
LN-001303,Jerry Haney,2025-07-10,3072.58,3072.58,Principal,Posted,36F2E2D1F1AE,POOL-C
LN-001304,Carolyn Greer,2026-01-19,27294.17,27294.17,Interest,Posted,703D62C80F51,POOL-E
LN-001305,Rebecca Hoover,2025-09-11,35598.5,35598.5,Escrow,Posted,C8B28E205883,POOL-B
LN-001306,Matthew Baker,2025-07-05,43612.97,43612.97,Interest,Posted,C2DBFB874C2A,POOL-B
LN-001307,Grace Chavez,2026-02-03,35847.3,35847.3,Fee,Posted,C9571B239920,POOL-C
LN-001308,Crystal Cruz,2025-06-20,40185.54,40185.54,Principal,Posted,E8B2124F1272,POOL-E
LN-001309,Dale Heath,2026-01-26,17302.78,0.0,Escrow,Posted,234319F07447,POOL-B
LN-001310,Jennifer Hernandez,2025-07-21,40833.84,0.0,Interest,Pending,2B71CCCBF276,POOL-C
LN-001311,John Mendez,2026-02-25,4465.68,4465.68,Interest,Posted,631015DC762F,POOL-E
LN-001312,Richard Gordon,2026-02-15,44793.42,44793.42,Interest,Posted,8247A5450E7F,POOL-C
LN-001313,John Anderson,2026-02-26,27605.82,27605.82,Principal,Posted,F71B4129B56B,POOL-F
LN-001314,Samantha Prince,2025-05-24,40956.24,40956.24,Principal,Posted,2994369882DC,POOL-E
LN-001315,Marie Boyd,2026-01-30,22889.76,22889.76,Principal,Posted,ED62513ADF36,POOL-B
LN-001316,Andrew Moreno,2025-05-03,32357.1,32357.1,Escrow,Pending,9BEAB2EFC520,POOL-C
LN-001317,Robert Clarke,2026-01-30,26556.93,26556.93,Principal,Reversed,F0A66DCC70C5,POOL-B
LN-001318,Kevin Figueroa,2026-02-08,36713.68,36713.68,Escrow,Posted,E594D65989BE,POOL-C
LN-001319,Melissa Davis,2025-04-04,4540.68,4540.68,Interest,Pending,BCC00268032C,POOL-A
LN-001320,John Hall,2025-08-20,3487.43,3487.43,Interest,Posted,CC5B3A1C3511,POOL-B
LN-001321,Diane Mcdowell,2025-10-26,12731.61,12731.61,Fee,Posted,9690A7459066,POOL-B
LN-001322,Colin Fletcher,2025-04-01,8397.46,8397.46,Principal,Posted,4A9AC5ED6533,POOL-D
LN-001323,Laura Wilson,2026-01-05,43653.29,43653.29,Interest,Posted,7D35F1B5F03D,POOL-F
LN-001324,Matthew Watts,2025-09-17,11351.09,11351.09,Principal,Posted,CDD1BEE6E408,POOL-B
LN-001325,Jack Moore,2025-05-21,48805.33,48805.33,Escrow,Posted,B18472577163,POOL-E
LN-001326,Dawn Wyatt,2025-04-30,17176.34,20514.88,Interest,Posted,4A5D74125EC9,POOL-C
LN-001327,Jacob Hill,2025-08-13,9514.84,9514.84,Principal,Posted,C700D6887185,POOL-A
LN-001328,Nicole Gutierrez,2025-08-29,39590.08,39590.08,Interest,Posted,6C15F6F93B72,POOL-E
LN-001329,Karen Wood,2025-10-13,33106.03,33106.03,Interest,Reversed,3E755C5EDF83,POOL-E
LN-001330,Dawn Parker,2025-06-12,25160.69,25160.69,Principal,Posted,8F9E9483971B,POOL-E
LN-001331,Michael Fitzgerald,2025-06-25,27990.5,27990.5,Interest,Posted,C65573C95557,POOL-E
LN-001332,Mary Adkins,2025-05-21,36100.49,36100.49,Interest,Posted,4E9CE0608E0B,POOL-A
LN-001333,Michael Martin,2025-12-16,11808.51,11808.51,Interest,Posted,DACC33918075,POOL-D
LN-001334,James Morgan,2025-09-18,49818.53,49818.53,Interest,Posted,32BD33DD208B,POOL-F
LN-001335,Melissa Mann,2025-12-11,48752.26,48752.26,Escrow,Posted,527DAD08B2C4,POOL-B
LN-001336,Vincent Smith,2025-11-26,32691.12,32691.12,Interest,Posted,85A0228388A4,POOL-E
LN-001337,Charles Frost,2025-08-01,10377.35,10377.35,Fee,Posted,A00B62C9DCB4,POOL-B
LN-001338,Austin Walker,2025-06-07,34171.3,0.0,Interest,Posted,E1671B74A740,POOL-B
LN-001339,Andrew Cruz,2025-07-24,4073.82,4073.82,Principal,Posted,F64EB8F368ED,POOL-E
LN-001340,Miss Kelly Dawson,2025-11-16,2017.3,2017.3,Fee,Posted,44453038DD29,POOL-D
LN-001341,Theresa Wilkins,2025-08-13,13255.3,13255.3,Escrow,Posted,C6425E09AF6B,POOL-B
LN-001342,Jessica Harris,2025-09-04,23399.84,25955.71,Fee,Pending,430B9E5D1029,POOL-C
LN-001343,Regina Mitchell,2025-05-12,43479.49,43479.49,Fee,Posted,3B9CCA79074A,POOL-B
LN-001344,Kyle Black,2025-11-09,36494.87,36494.87,Fee,Pending,CA8793243DCD,POOL-F
LN-001345,Christopher Johnson,2025-04-22,37263.97,37263.97,Principal,Posted,6217D707E010,POOL-E
LN-001346,Aaron Moore,2025-05-26,21561.92,21561.92,Principal,Reversed,5470E08061E2,POOL-A
LN-001347,Penny Gomez Md,2025-07-08,17623.78,17623.78,Principal,Posted,9D98019B09C6,POOL-B
LN-001348,Kelly Mclaughlin,2026-02-24,18866.42,18866.42,Escrow,Posted,C72152BCB103,POOL-D
LN-001349,Brandon Mitchell,2026-02-23,49388.65,49388.65,Principal,Reversed,27FA72A0758C,POOL-C
LN-001350,Suzanne Bailey,2025-10-04,2485.4,2345.13,Principal,Posted,68A0E4D9C95E,POOL-C
LN-001351,Destiny Obrien,2025-12-25,43418.06,43418.06,Fee,Posted,7FD44AB16005,POOL-A
LN-001352,Timothy Andrews,2025-09-18,29144.43,0.0,Principal,Posted,B3C5B14491B0,POOL-F
LN-001353,Jason Rodriguez,2025-04-30,22211.46,22211.46,Interest,Posted,A35C2B170A85,POOL-A
LN-001354,Edward Arroyo,2025-10-03,36400.25,36400.25,Principal,Reversed,96466BF051EC,POOL-F
LN-001355,Tina Walter,2025-03-22,24590.11,24590.11,Escrow,Posted,3632522EC91B,POOL-B
LN-001356,Laura Benson,2025-07-28,43734.45,30006.3,Escrow,Posted,995372930A78,POOL-E
LN-001357,Kristine Carrillo,2025-12-14,45084.74,45084.74,Interest,Posted,0071EB975454,POOL-D
LN-001358,Tonya Ellis,2025-05-17,21375.19,21375.19,Escrow,Posted,70F919B79707,POOL-C
LN-001359,Kevin Johnson,2025-11-02,14202.98,14202.98,Escrow,Posted,22F9A8C4594A,POOL-A
LN-001360,Austin Schultz,2025-09-19,29821.34,29821.34,Fee,Posted,4EDA86B1DAB2,POOL-D
LN-001361,Megan Hall Md,2026-02-22,45661.99,45661.99,Interest,Posted,6520F9080320,POOL-F
LN-001362,Kelli Smith,2026-02-22,10927.78,10927.78,Fee,Posted,D9E5C7783829,POOL-E
LN-001363,Danielle Davis,2025-07-27,31336.85,31336.85,Fee,Reversed,AC0A8AA99557,POOL-C
LN-001364,Samantha Jones,2026-01-08,31762.23,31762.23,Principal,Posted,5BC88E71CC81,POOL-C
LN-001365,Karen Gomez,2025-09-26,36789.09,39189.19,Interest,Posted,C3855DFF2C27,POOL-F
LN-001366,Debra Valentine,2026-02-04,7012.6,7012.6,Principal,Posted,DE990674AECA,POOL-E
LN-001367,Susan Porter,2025-09-21,35933.34,35933.34,Principal,Posted,F77A7D7FD477,POOL-C
LN-001368,Nicolas Salas,2025-05-09,45497.11,45497.11,Fee,Posted,B08E4F97D5AE,POOL-E
LN-001369,Dale Wright,2026-02-23,9394.31,9394.31,Escrow,Reversed,0DC20EC12533,POOL-C
LN-001370,Brittney Rodriguez,2025-07-12,12258.39,0.0,Interest,Posted,78FDA459D37C,POOL-B
LN-001371,Megan Alvarado,2025-11-11,48584.06,48584.06,Escrow,Pending,E90110F9E9E1,POOL-F
LN-001372,Pamela Weaver,2025-03-27,9458.36,9458.36,Fee,Posted,DFA7DD61AD36,POOL-E
LN-001373,John Oliver,2026-01-26,42792.06,42792.06,Fee,Posted,1E7842064DAA,POOL-D
LN-001374,William Prince Phd,2025-12-27,24867.75,24867.75,Fee,Posted,C4500F8C28A9,POOL-B
LN-001375,William Moon Iv,2025-08-29,12737.94,0.0,Fee,Posted,388A90C79406,POOL-D
LN-001376,Kenneth Brown,2026-01-21,43602.12,43602.12,Fee,Posted,4178792929FE,POOL-F
LN-001377,Karen Fernandez,2025-07-06,22542.61,22542.61,Fee,Pending,E8D20AADFDCF,POOL-C
LN-001378,Jennifer Parks,2026-02-09,25983.46,25983.46,Escrow,Posted,BE722547A8B8,POOL-D
LN-001379,William Wolfe,2025-04-16,18282.05,18282.05,Principal,Reversed,6BD08F567A48,POOL-B
LN-001380,Michael Smith,2026-02-03,29851.07,29851.07,Escrow,Pending,A95C70A71678,POOL-E
LN-001381,Kevin Nguyen,2025-11-07,8594.43,8594.43,Interest,Posted,FDC5424868C6,POOL-A
LN-001382,Debbie Dunn,2026-03-08,19858.54,19858.54,Escrow,Posted,0E80BAB72C8C,POOL-D
LN-001383,John Austin,2025-08-16,48485.91,48485.91,Fee,Posted,2B61FCD80FF3,POOL-A
LN-001384,Jonathan Clark,2026-02-10,13277.6,13277.6,Escrow,Reversed,1B80104EB313,POOL-F
LN-001385,Jacqueline Dickerson,2025-10-10,33008.46,33008.46,Principal,Posted,6020AEDF9777,POOL-D
LN-001386,Christopher Anderson,2025-05-13,16596.91,16596.91,Interest,Posted,191ED73DEEBB,POOL-D
LN-001387,Crystal Garcia,2025-05-25,38786.92,38786.92,Escrow,Posted,6DE98E5091E2,POOL-E
LN-001388,David Reynolds,2025-04-07,6978.25,6978.25,Principal,Posted,04DAB77487DE,POOL-C
LN-001389,Charles Haley,2025-04-03,48506.14,48506.14,Escrow,Posted,06CF29BCDCFD,POOL-B
LN-001390,Robert Thompson,2025-08-17,22962.58,22962.58,Interest,Posted,99564B70704B,POOL-B
LN-001391,Dr. Samuel Holmes Dds,2025-11-22,12184.5,12184.5,Escrow,Posted,E8F7C2B79B23,POOL-B
LN-001392,Elizabeth Hart,2025-05-13,4138.09,4138.09,Fee,Posted,E63E8E69B08C,POOL-F
LN-001393,Jennifer Vaughn,2025-05-03,8903.02,8903.02,Escrow,Posted,F783054F610F,POOL-C
LN-001394,Robert Woods,2025-07-13,26228.81,26228.81,Principal,Posted,798C46B507A7,POOL-A
LN-001395,Joanna Cook,2025-12-15,17181.66,17181.66,Escrow,Posted,5E99A4AAC2A2,POOL-B
LN-001396,Justin Frederick,2025-05-23,41529.73,41529.73,Principal,Posted,DBF797A9C35D,POOL-A
LN-001397,Alejandro Martinez,2025-09-29,21828.93,17063.61,Interest,Posted,748DE9E93F50,POOL-C
LN-001398,Tracey Gonzalez,2025-11-02,12811.36,12811.36,Escrow,Posted,E2D99208D576,POOL-F
LN-001399,Mariah Thompson,2025-09-20,31048.68,31048.68,Interest,Posted,2FDC8759EC54,POOL-C
LN-001400,Heather Nunez,2026-02-21,35485.47,35485.47,Interest,Posted,C9F9FE76D7E6,POOL-E
LN-001401,Dr. Steve James,2026-03-06,8768.57,8768.57,Escrow,Posted,F0867F940775,POOL-B
LN-001402,Mark Thomas,2025-12-16,8797.15,8797.15,Principal,Posted,F20C5094562E,POOL-F
LN-001403,Robert Rogers,2025-10-15,2315.24,2315.24,Interest,Posted,0206B83C2545,POOL-E
LN-001404,Laura Sweeney,2026-01-09,36951.9,36951.9,Interest,Pending,DA8BF3D59439,POOL-B
LN-001405,Christopher Perez,2025-06-02,33358.32,33358.32,Escrow,Pending,FFF7ED5FA687,POOL-C
LN-001406,Eddie Adams,2025-10-13,23994.23,23994.23,Escrow,Pending,9F9810CF496F,POOL-C
LN-001407,Denise Wallace,2026-02-13,42286.44,42286.44,Escrow,Posted,AB1C1FC28341,POOL-D
LN-001408,Heidi Matthews,2025-05-04,40380.67,40380.67,Escrow,Posted,03A35838D24A,POOL-D
LN-001409,Jennifer White,2025-11-20,29475.04,29475.04,Escrow,Posted,137BA7248A05,POOL-C
LN-001410,Nicholas Stanley,2026-01-24,43479.43,43479.43,Fee,Posted,DE46B886F680,POOL-C
LN-001411,Mercedes Miller,2025-10-09,10689.14,12708.99,Escrow,Posted,19CF30F6CBF1,POOL-A
LN-001412,Brian Brown,2025-08-05,6040.02,6040.02,Principal,Posted,5926B5E8F263,POOL-A
LN-001413,Kimberly Johnson,2025-03-31,13852.61,12987.25,Interest,Pending,D3A7DD7DEC5C,POOL-E
LN-001414,Phillip Miller,2026-03-03,3325.8,3325.8,Principal,Posted,78790AEDE62B,POOL-D
LN-001415,Christopher Pena,2025-09-20,26792.89,26792.89,Principal,Posted,C584536E9E0D,POOL-D
LN-001416,Ellen Wright,2025-07-04,46861.98,46861.98,Fee,Posted,FCFD6D3517D4,POOL-C
LN-001417,Mark Anderson,2025-10-28,2447.51,2447.51,Escrow,Posted,BDE482FE9D98,POOL-C
LN-001418,Alyssa Alvarado,2025-10-28,6544.44,6544.44,Interest,Posted,0AF31C7924C3,POOL-E
LN-001419,Erika Alvarez,2025-07-13,22883.85,22883.85,Principal,Pending,8B85E16772D5,POOL-F
LN-001420,Kimberly Nelson,2025-09-16,46726.81,46726.81,Escrow,Posted,302033DBBF77,POOL-F
LN-001421,Wayne Wolfe,2025-05-04,16149.73,16149.73,Escrow,Pending,D79947766C1D,POOL-F
LN-001422,Kyle Welch,2026-03-01,25608.12,25608.12,Fee,Posted,DAB9189A6DF7,POOL-D
LN-001423,Kristy Mills,2025-09-19,2557.86,2557.86,Fee,Pending,E33486BD2E9F,POOL-A
LN-001424,Emily Reed,2025-12-18,7842.99,7842.99,Fee,Posted,D54F122E814A,POOL-F
LN-001425,Regina Ramos,2026-02-08,49338.19,49338.19,Interest,Posted,6B443B083B10,POOL-B
LN-001426,David Torres,2025-09-14,48273.38,0.0,Principal,Posted,4FC7B1583855,POOL-E
LN-001427,Robert Charles,2025-04-15,744.53,744.53,Fee,Posted,44746B4C366C,POOL-F
LN-001428,John Smith,2025-10-04,47614.68,47614.68,Fee,Reversed,C23899CEF390,POOL-B
LN-001429,Theresa Woods,2025-08-03,32136.44,32136.44,Fee,Posted,548F34DE5E59,POOL-F
LN-001430,Jeffrey Carter,2025-06-20,43461.96,0.0,Principal,Posted,FD4409473C02,POOL-A
LN-001431,Adam Brooks,2025-05-16,23009.62,23009.62,Principal,Reversed,D7E1FF0E303B,POOL-A
LN-001432,Justin Foster,2025-11-02,26022.0,26022.0,Fee,Posted,7CC29ECB078A,POOL-F
LN-001433,Omar Price,2025-04-30,24697.91,24697.91,Fee,Posted,340262FA24DE,POOL-B
LN-001434,Dennis Henderson,2026-02-17,33509.78,33509.78,Escrow,Posted,A4F393335F23,POOL-E
LN-001435,Phillip Kent,2025-07-01,7412.74,7412.74,Fee,Posted,7CC8EF27DA7E,POOL-B
LN-001436,Melinda Mitchell,2026-02-06,1983.69,1983.69,Interest,Pending,2BC9C78B7CDA,POOL-E
LN-001437,Rhonda Gutierrez,2026-02-05,15742.53,15742.53,Interest,Posted,C4338E5BEF19,POOL-F
LN-001438,Catherine Roberts,2026-01-14,35381.7,35381.7,Fee,Posted,1F7FDB57E74F,POOL-E
LN-001439,Lisa Nelson,2025-03-25,10491.75,10491.75,Principal,Posted,295163E9C33E,POOL-C
LN-001440,Chelsea Smith,2025-04-09,33834.91,33834.91,Escrow,Pending,C4D043D5B58F,POOL-D
LN-001441,Joseph Lopez,2025-09-01,48510.65,48510.65,Principal,Posted,8CC50841B711,POOL-D
LN-001442,Derrick Espinoza,2025-07-17,5148.09,5148.09,Fee,Pending,FAAB9E6B373D,POOL-A
LN-001443,Crystal Hernandez,2025-05-18,33793.8,42122.32,Interest,Posted,1E296CCC3352,POOL-C
LN-001444,Glenn Collins Dds,2025-12-29,22465.64,22465.64,Escrow,Posted,069CE1A3ABC5,POOL-D
LN-001445,Mrs. Raven Rivera Dvm,2025-06-28,43473.04,53214.35,Principal,Reversed,F1121C4DAC6C,POOL-F
LN-001446,Amy Rowe,2025-04-19,9268.91,10078.13,Principal,Posted,2C5F63BC2CD7,POOL-E
LN-001447,John Lee,2025-12-23,34784.98,34784.98,Fee,Posted,EE157D55CA27,POOL-E
LN-001448,Ruth Clayton,2025-06-29,41986.71,41986.71,Escrow,Posted,E7DE194DF1BC,POOL-B
LN-001449,Randy Wright,2026-01-09,47258.4,47258.4,Interest,Posted,EECC9D996381,POOL-B
LN-001450,Jessica Rojas,2025-07-03,34320.78,34320.78,Fee,Posted,602736B521FA,POOL-E
LN-001451,Joel Wise,2025-07-12,25110.15,27519.96,Escrow,Reversed,C8AD949D7823,POOL-F
LN-001452,Vickie Kennedy,2025-08-30,31083.44,31083.44,Principal,Pending,1320294709DA,POOL-E
LN-001453,Emily Morris,2025-05-29,43510.8,43510.8,Fee,Posted,2B1A6157D3AE,POOL-B
LN-001454,Amanda Pineda,2026-01-14,28745.18,0.0,Principal,Posted,7F5C1D9549CA,POOL-D
LN-001455,Dawn Little,2025-03-16,2004.16,2004.16,Principal,Posted,F43DDB3EFDBA,POOL-A
LN-001456,Stephen Boyer,2025-08-03,46581.96,46581.96,Fee,Posted,8F0F1C89F95B,POOL-B
LN-001457,Brian Chen,2025-05-28,34631.57,34631.57,Fee,Posted,2337BC9CC033,POOL-F
LN-001458,Christopher Hill,2025-05-20,33987.41,33987.41,Fee,Pending,1D1B9D74C4CB,POOL-D
LN-001459,Richard Smith,2025-12-16,11175.92,12407.98,Fee,Posted,C94AB113939E,POOL-D
